Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Yet, in the midst of all of this, don't forget that the FBI ignore the intelligence that was provided to them, just like they have in many cases, which, if they had acted, they may have saved the little boy's life.",41,54.10,76.78,3.05,25.77,41.00,4.88,87.80,65.85,19.51,9.76,0.00,0.00,0.00,0.00,9.76,9.76,9.76,14.63,14.63,4.88,2.44,2.44,19.51,0.00,2.44,2.44,0.00,4.88,4.88,2.44,2.44,0.00,0.00,0.00,12.20,0.00,0.00,0.00,2.44,7.32,0.00,0.00,2.44,4.88,2.44,2.44,0.00,0.00,0.00,0.00,2.44,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.32,12.20,2.44,9.76,0.00,7.32,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.95,2.44,14.63,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00,0.00
"In the meantime, the New Mexico district attorney who failed to file for a preliminary hearing within 10 days and didn’t show up for court is vowing to pursue prosecution of these jihadis.",33,99.00,50.00,70.57,1.59,33.00,21.21,72.73,48.48,6.06,0.00,0.00,0.00,0.00,0.00,0.00,6.06,9.09,24.24,6.06,0.00,3.03,3.03,6.06,3.03,0.00,3.03,3.03,0.00,3.03,0.00,3.03,0.00,0.00,3.03,6.06,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,3.03,6.06,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,6.06,0.00,3.03,6.06,0.00,3.03,3.03,3.03,0.00,21.21,0.00,12.12,9.09,3.03,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00
"“The actions yesterday by the district judges do not affect our continuing efforts to prosecute the individuals as charged originally,” Eighth Judicial District Attorney Donald Gallegos said in a statement on Thursday.",32,99.00,73.40,95.60,25.77,32.00,46.88,78.12,40.62,3.12,3.12,0.00,3.12,0.00,0.00,0.00,0.00,12.50,15.62,3.12,3.12,3.12,3.12,9.38,3.12,3.12,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,0.00,0.00,0.00,0.00,9.38,3.12,3.12,0.00,0.00,0.00,3.12,3.12,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,9.38,3.12,3.12,3.12,0.00,0.00,6.25,3.12,0.00,25.00,3.12,12.50,9.38,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,3.12,3.12,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00
"“While we disagree with the judges, they did their jobs.",10,25.89,99.00,3.37,1.00,10.00,10.00,100.00,70.00,30.00,30.00,0.00,10.00,0.00,0.00,20.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
We will continue to do ours.,6,1.92,99.00,23.51,25.77,6.00,16.67,100.00,83.33,33.33,33.33,0.00,33.33,0.00,0.00,0.00,0.00,0.00,16.67,33.33,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,33.33,16.67,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"“Going forward, our options are to refile the charges or take the cases to the grand jury.",17,99.00,72.17,28.81,98.87,17.00,17.65,76.47,47.06,5.88,5.88,0.00,5.88,0.00,0.00,0.00,0.00,17.65,11.76,5.88,0.00,5.88,0.00,17.65,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,11.76,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,0.00,5.88,0.00,0.00,11.76,5.88,11.76,11.76,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,5.88,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00
We are assessing and will decide which avenue to pursue.,10,8.69,97.69,43.37,25.77,10.00,10.00,80.00,60.00,20.00,10.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,20.00,0.00,10.00,0.00,30.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
What is important to know is that we will continue to pursue prosecution of the cases.”,16,72.69,89.42,7.84,99.00,16.00,18.75,81.25,62.50,18.75,6.25,0.00,6.25,0.00,0.00,0.00,12.50,6.25,18.75,18.75,0.00,0.00,0.00,25.00,0.00,0.00,6.25,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,0.00,6.25,0.00,0.00,0.00,25.00,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00
"StatementThe actions yesterday by the district judges do not affect our continuing efforts to prosecute the... Posted by Eighth Judicial District Attorney on Thursday, August 30, 2018",27,98.87,50.00,98.01,25.77,13.50,40.74,77.78,33.33,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,7.41,14.81,3.70,0.00,0.00,3.70,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,11.11,3.70,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,3.70,3.70,3.70,0.00,0.00,7.41,3.70,0.00,25.93,3.70,11.11,11.11,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,11.11,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
He also sought to fight back against criticism in his failure to perform his job.,15,70.69,97.69,1.00,1.00,15.00,26.67,100.00,60.00,20.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,26.67,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,13.33,6.67,26.67,0.00,0.00,0.00,20.00,13.33,6.67,0.00,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,0.00,6.67,6.67,0.00,0.00,13.33,0.00,13.33,6.67,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"“Finally, I have always welcomed criticism and, as public servants, our judges should also,” Gallegos said in the statement.",19,22.39,98.19,50.35,25.77,19.00,31.58,94.74,52.63,10.53,10.53,5.26,5.26,0.00,0.00,0.00,0.00,5.26,10.53,10.53,10.53,15.79,0.00,15.79,5.26,5.26,0.00,0.00,0.00,10.53,5.26,5.26,0.00,5.26,0.00,21.05,0.00,0.00,0.00,0.00,15.79,5.26,0.00,5.26,0.00,5.26,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,21.05,10.53,0.00,10.53,0.00,0.00,5.26,5.26,0.00,15.79,0.00,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.84,5.26,21.05,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00
"“However, I ask that you be civil and respectful in your criticisms as that is more constructive.",17,1.15,96.11,28.81,25.77,17.00,23.53,88.24,64.71,29.41,17.65,5.88,0.00,11.76,0.00,0.00,11.76,0.00,11.76,11.76,5.88,17.65,0.00,17.65,17.65,11.76,0.00,0.00,5.88,11.76,5.88,5.88,0.00,5.88,0.00,17.65,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,0.00,0.00,17.65,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,5.88,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00
Cussing and threatening the people involved will not accomplish justice and serves no useful purpose.,15,34.14,25.24,1.00,25.77,15.00,40.00,86.67,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,13.33,13.33,6.67,0.00,0.00,0.00,0.00,0.00,13.33,6.67,6.67,6.67,6.67,0.00,13.33,0.00,0.00,0.00,0.00,13.33,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,0.00,13.33,13.33,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Remember, you do not have all the facts.",8,11.86,50.00,74.76,25.77,8.00,12.50,100.00,62.50,12.50,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,0.00,25.00,0.00,0.00,12.50,37.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,50.00,12.50,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"That will develop as the cases progress.""",7,68.29,50.00,1.00,25.77,7.00,28.57,85.71,57.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,14.29,14.29,0.00,14.29,0.00,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00
"Yeah, well, that's about as trustworthy as the FBI in this matter.",12,62.04,50.00,1.79,99.00,12.00,8.33,83.33,66.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,33.33,8.33,16.67,16.67,0.00,8.33,16.67,16.67,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,8.33,8.33,0.00,33.33,8.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00
"This latest move, while welcome, may only be a response to President Donald Trump's vow to ""get involved.""",18,75.90,86.68,23.51,98.27,18.00,22.22,83.33,44.44,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,11.11,11.11,5.56,5.56,0.00,22.22,5.56,5.56,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,5.56,0.00,5.56,5.56,0.00,0.00,16.67,5.56,16.67,5.56,0.00,11.11,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,5.56,11.11,0.00,0.00,0.00,0.00,0.00,11.11,5.56,0.00,0.00
"However, I ask, why were you not involved in the first place, Mr. President?",14,14.58,50.00,99.00,25.77,14.00,21.43,92.86,57.14,14.29,14.29,7.14,0.00,7.14,0.00,0.00,0.00,7.14,7.14,7.14,14.29,7.14,7.14,14.29,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,21.43,0.00,7.14,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,7.14,7.14,0.00,0.00,7.14,7.14,0.00,21.43,0.00,14.29,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.71,7.14,21.43,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00
"According to the Constitution, you, and you alone, are the sole head of the executive branch, and as such you are where the buck stop in making sure the laws are faithfully executed.",33,85.63,96.52,2.40,80.64,33.00,15.15,84.85,57.58,9.09,9.09,0.00,0.00,9.09,0.00,0.00,0.00,15.15,12.12,9.09,6.06,9.09,0.00,12.12,6.06,3.03,3.03,0.00,0.00,9.09,6.06,3.03,0.00,0.00,3.03,9.09,0.00,0.00,0.00,0.00,6.06,0.00,3.03,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,9.09,0.00,0.00,6.06,0.00,3.03,0.00,9.09,0.00,9.09,0.00,6.06,3.03,6.06,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.15,3.03,12.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"So, if Trump is going to fire Sessions, perhaps he should stop talking about it and get to it and actually put someone in the Justice Department as attorney general who will do the job faithfully, and by that, I don't mean Trey Gowdy.",44,17.39,50.00,5.43,68.66,44.00,22.73,90.91,61.36,15.91,4.55,2.27,0.00,0.00,2.27,0.00,11.36,4.55,13.64,11.36,9.09,13.64,2.27,22.73,6.82,2.27,2.27,0.00,0.00,2.27,2.27,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,2.27,13.64,2.27,0.00,4.55,6.82,0.00,4.55,2.27,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,6.82,0.00,0.00,2.27,2.27,2.27,0.00,11.36,4.55,9.09,4.55,2.27,2.27,6.82,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,2.27,9.09,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00
"I mean someone who is serious about justice, not political grandstanding or covering up criminal activity.",16,23.10,10.58,95.60,1.00,16.00,50.00,81.25,50.00,18.75,6.25,6.25,0.00,0.00,0.00,0.00,12.50,0.00,12.50,6.25,6.25,6.25,6.25,12.50,18.75,0.00,6.25,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,25.00,6.25,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,12.50,0.00,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Until then, I'll consider this the means the FBI will use to engage in the further coverup of what really took place at that compound beyond the bulldozing of a crime scene, and possibly, their own complicity.",37,93.26,50.00,92.70,75.85,37.00,18.92,78.38,56.76,13.51,5.41,2.70,0.00,0.00,0.00,2.70,8.11,13.51,18.92,5.41,5.41,8.11,0.00,16.22,2.70,2.70,2.70,0.00,0.00,2.70,2.70,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00,13.51,5.41,2.70,0.00,2.70,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,2.70,0.00,2.70,8.11,8.11,18.92,0.00,13.51,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.51,2.70,8.11,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00
Article posted with permission from Sons Of Liberty Media,9,99.00,86.68,1.00,99.00,9.00,33.33,77.78,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"FBI: Muslim Teen From NM Islamic Compound Trained For Jihad: ""Raise An Army"" ""Killing Non-Believers On Behalf Of Allah""",20,99.00,84.14,1.00,1.00,20.00,25.00,65.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,5.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,35.00,0.00,0.00,10.00,0.00,0.00,0.00,5.00,20.00,0.00,0.00,0.00
"",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
It was a jihad training camp.,6,62.04,50.00,1.00,25.77,6.00,16.67,66.67,50.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raising an army for jihad slaughter.,6,99.00,95.20,1.00,25.77,6.00,33.33,83.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"And their defense is “freedom of religion,” calling this prosecution “islamophobia.”",11,32.58,96.52,1.00,25.77,11.00,54.55,90.91,45.45,18.18,9.09,0.00,0.00,0.00,0.00,9.09,9.09,0.00,9.09,9.09,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,18.18,9.09,9.09,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.55,9.09,9.09,0.00,0.00,0.00,0.00,0.00,36.36,0.00,0.00,0.00
The enemedia is scrubbing and censoring this story – but it is just as we have warned/predicted for years.,19,12.81,85.38,4.05,1.00,19.00,21.05,84.21,63.16,15.79,5.26,0.00,5.26,0.00,0.00,0.00,10.53,5.26,10.53,15.79,5.26,15.79,0.00,15.79,5.26,5.26,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,5.26,0.00,15.79,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26
"In an affidavit filed in support of a criminal complaint, an FBI special agent wrote that Leveille’s 13-year-old son told investigators that his mother’s boyfriend, Siraj Ibn Wahhaj, 40, wanted to “get an army together” and train them for jihad.",42,98.45,98.33,1.06,70.57,42.00,23.81,76.19,33.33,9.52,4.76,0.00,0.00,0.00,2.38,2.38,4.76,9.52,11.90,0.00,0.00,2.38,0.00,11.90,2.38,0.00,0.00,4.76,0.00,7.14,4.76,2.38,0.00,0.00,0.00,21.43,4.76,2.38,2.38,7.14,2.38,0.00,0.00,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,4.76,0.00,4.76,2.38,0.00,7.14,4.76,0.00,11.90,0.00,7.14,4.76,7.14,0.00,0.00,2.38,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.19,2.38,9.52,0.00,0.00,0.00,0.00,4.76,4.76,4.76,0.00,0.00
take our poll - story continues below Who should replace Nikki Haley as our ambassador to the U.N.?,18,75.90,99.00,4.97,25.77,18.00,16.67,72.22,50.00,22.22,16.67,0.00,11.11,5.56,0.00,0.00,5.56,5.56,16.67,5.56,0.00,5.56,0.00,11.11,5.56,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,11.11,0.00,5.56,5.56,0.00,0.00,11.11,0.00,16.67,5.56,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00
Who should replace Nikki Haley as our ambassador to the U.N.?,12,62.04,99.00,1.00,25.77,12.00,16.67,66.67,58.33,25.00,16.67,0.00,8.33,8.33,0.00,0.00,8.33,8.33,16.67,8.33,0.00,8.33,0.00,8.33,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,25.00,16.67,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00
Who should replace Nikki Haley as our ambassador to the U.N.?,12,62.04,99.00,1.00,25.77,12.00,16.67,66.67,58.33,25.00,16.67,0.00,8.33,8.33,0.00,0.00,8.33,8.33,16.67,8.33,0.00,8.33,0.00,8.33,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,25.00,16.67,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00
